"","wbgene","gene_name","gene_id","concise_description","automated_description","gene_class_description","go_term","go_name","go_description","inside_CI","eqtl","vars","pc_vars","go_annotation"
"1147","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0005794","Golgi apparatus","A compound membranous cytoplasmic organelle of eukaryotic cells, consisting of flattened, ribosome-free vesicles arranged in a more or less regular stack. The Golgi apparatus differs from the endoplasmic reticulum in often having slightly thicker membranes, appearing in sections as a characteristic shallow semicircle so that the convex side (cis or entry face) abuts the endoplasmic reticulum, secretory vesicles emerging from the concave side (trans or exit face). In vertebrate cells there is usually one such organelle, while in invertebrates and plants, where they are known usually as dictyosomes, there may be several scattered in the cytoplasm. The Golgi apparatus processes proteins produced on the ribosomes of the rough endoplasmic reticulum; such processing includes modification of the core oligosaccharides of glycoproteins, and the sorting and packaging of proteins for transport to a variety of cellular locations. Three different regions of the Golgi are now recognized both in terms of structure and function: cis, in the vicinity of the cis face, trans, in the vicinity of the trans face, and medial, lying between the cis and trans regions.",TRUE,FALSE,TRUE,FALSE,NA
"1148","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0005829","cytosol","The part of the cytoplasm that does not contain organelles but which does contain other particulate matter, such as protein complexes.",TRUE,FALSE,TRUE,FALSE,NA
"1149","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0006623","protein targeting to vacuole","The process of directing proteins towards the vacuole, usually using signals contained within the protein.",TRUE,FALSE,TRUE,FALSE,NA
"1150","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0006888","endoplasmic reticulum to Golgi vesicle-mediated transport","The directed movement of substances from the endoplasmic reticulum (ER) to the Golgi, mediated by COP II vesicles. Small COP II coated vesicles form from the ER and then fuse directly with the cis-Golgi. Larger structures are transported along microtubules to the cis-Golgi.",TRUE,FALSE,TRUE,FALSE,NA
"1151","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0006891","intra-Golgi vesicle-mediated transport","The directed movement of substances within the Golgi, mediated by small transport vesicles. These either fuse with the cis-Golgi or with each other to form the membrane stacks known as the cis-Golgi reticulum (network).",TRUE,FALSE,TRUE,FALSE,NA
"1152","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0006896","Golgi to vacuole transport","The directed movement of substances from the Golgi to the vacuole.",TRUE,FALSE,TRUE,FALSE,NA
"1153","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0012507","ER to Golgi transport vesicle membrane","The lipid bilayer surrounding a vesicle transporting substances from the endoplasmic reticulum to the Golgi.",TRUE,FALSE,TRUE,FALSE,NA
"1154","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0015031","protein transport","The directed movement of proteins into, out of or within a cell, or between cells, by means of some agent such as a transporter or pore.",TRUE,FALSE,TRUE,FALSE,NA
"1155","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,FALSE,NA
"1156","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,NA
"1157","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0016192","vesicle-mediated transport","A cellular transport process in which transported substances are moved in membrane-bounded vesicles; transported substances are enclosed in the vesicle lumen or located in the vesicle membrane. The process begins with a step that directs a substance to the forming vesicle, and includes vesicle budding and coating. Vesicles are then targeted to, and fuse with, an acceptor membrane.",TRUE,FALSE,TRUE,FALSE,NA
"1158","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0031201","SNARE complex","A protein complex involved in membrane fusion; a stable ternary complex consisting of a four-helix bundle, usually formed from one R-SNARE and three Q-SNAREs with an ionic layer sandwiched between hydrophobic layers. One well-characterized example is the neuronal SNARE complex formed of synaptobrevin 2, syntaxin 1a, and SNAP-25.",TRUE,FALSE,TRUE,FALSE,NA
"1159","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0031902","late endosome membrane","The lipid bilayer surrounding a late endosome.",TRUE,FALSE,TRUE,FALSE,NA
"1160","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0042147","retrograde transport, endosome to Golgi","The directed movement of membrane-bounded vesicles from endosomes back to the trans-Golgi network where they are recycled for further rounds of transport.",TRUE,FALSE,TRUE,FALSE,NA
"1161","WBGene00019757","memb-2","M03E7.5","none available ","Is an ortholog of human GOSR2 (golgi SNAP receptor complex  member 2). Is predicted to have SNAP receptor activity and SNARE binding activity.  Human ortholog(s) of this gene are implicated in progressive myoclonus epilepsy. ","MEMBrin (SNARE protein) ","GO:0048280","vesicle fusion with Golgi apparatus","The joining of the lipid bilayer membrane around a vesicle to the lipid bilayer membrane around the Golgi.",TRUE,FALSE,TRUE,FALSE,NA
"1162","WBGene00020254","T05C3.2","T05C3.2","The T05C3.2 gene encodes a protein that may be involved in  apoptosis. ","Is an ortholog of human NWD2 (NACHT and WD repeat domain  containing 2). Is predicted to encode a protein with the following domains: WD40  repeat; NACHT nucleoside triphosphatase; Quinoprotein alcohol dehydrogenase-like  superfamily; WD40/YVTN repeat-like-containing domain superfamily; Domain of unknown  function DUF4062; and P-loop containing nucleoside triphosphate hydrolase. ","not known ",NA,NA,NA,TRUE,FALSE,TRUE,TRUE,NA
"1163","WBGene00020256","T05C3.6","T05C3.6a","The T05C3.6 gene encodes a paralog of T05C3.2, a protein with  NACHT and WD domains that may be involved in apoptosis. ","Is an ortholog of human PLD3 (phospholipase D family member  3) and PLD4 (phospholipase D family member 4). Is predicted to have catalytic activity.  Human ortholog(s) of this gene are implicated in Alzheimer's disease 19. ","not known ","GO:0003824","catalytic activity","Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic.",TRUE,FALSE,TRUE,FALSE,NA
"1164","WBGene00020256","T05C3.6","T05C3.6a","The T05C3.6 gene encodes a paralog of T05C3.2, a protein with  NACHT and WD domains that may be involved in apoptosis. ","Is an ortholog of human PLD3 (phospholipase D family member  3) and PLD4 (phospholipase D family member 4). Is predicted to have catalytic activity.  Human ortholog(s) of this gene are implicated in Alzheimer's disease 19. ","not known ","GO:0016020","membrane","A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it.",TRUE,FALSE,TRUE,FALSE,NA
"1165","WBGene00020256","T05C3.6","T05C3.6a","The T05C3.6 gene encodes a paralog of T05C3.2, a protein with  NACHT and WD domains that may be involved in apoptosis. ","Is an ortholog of human PLD3 (phospholipase D family member  3) and PLD4 (phospholipase D family member 4). Is predicted to have catalytic activity.  Human ortholog(s) of this gene are implicated in Alzheimer's disease 19. ","not known ","GO:0016021","integral component of membrane","The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane.",TRUE,FALSE,TRUE,FALSE,NA
